id,y,year,month,week_num,is_holiday,is_popular_home,is_popular_away,capa,stage_Ｊ１,stage_Ｊ２,weather_cat_Cloudy,weather_cat_Fine,weather_cat_Rain
14030,14023,2012,4,5,1,0,0,39232,True,False,False,True,False
14031,13147,2012,4,5,1,0,0,19694,True,False,True,False,False
14032,13824,2012,4,5,1,1,0,40000,True,False,False,True,False
14033,12709,2012,4,5,1,0,0,30132,True,False,False,True,False
14034,15854,2012,4,5,1,0,1,42300,True,False,True,False,False
14035,8180,2012,4,5,1,0,0,15600,True,False,True,False,False
14036,23507,2012,4,5,1,0,1,40728,True,False,False,True,False
14037,12318,2012,4,5,1,0,1,50000,True,False,False,True,False
14038,20996,2012,4,6,1,0,0,26530,True,False,False,True,False
14039,12318,2012,4,5,1,0,0,15349,True,False,False,False,True
14040,19279,2012,4,5,1,0,0,49970,True,False,False,False,True
14041,7101,2012,4,5,1,1,0,15454,True,False,False,False,True
14042,25894,2012,4,5,1,1,0,63700,True,False,False,False,True
14043,16334,2012,4,5,1,0,0,20281,True,False,False,False,True
14044,12896,2012,4,5,1,1,0,40000,True,False,False,True,False
14045,9735,2012,4,5,1,0,0,24490,True,False,False,True,False
14046,17134,2012,4,5,1,1,0,21000,True,False,False,True,False
14047,9154,2012,4,5,1,0,0,19628,True,False,False,True,False
14048,11119,2012,4,5,1,0,0,39232,True,False,False,True,False
14049,11965,2012,4,5,1,0,1,15165,True,False,False,True,False
14050,10859,2012,4,5,1,0,0,30132,True,False,False,True,False
14051,11123,2012,4,5,1,0,1,50000,True,False,True,False,False
14052,12110,2012,4,5,1,0,0,40728,True,False,False,True,False
14053,5432,2012,4,5,1,0,0,17000,True,False,False,False,True
14054,12709,2012,4,5,1,0,1,15600,True,False,True,False,False
14055,17192,2012,4,5,1,0,0,19694,True,False,False,True,False
14056,8548,2012,4,6,1,1,0,21000,True,False,True,False,False
14057,22405,2012,4,5,1,0,0,49970,True,False,False,True,False
14058,18138,2012,4,5,1,1,1,20000,True,False,False,True,False
14059,10351,2012,4,5,1,0,0,15349,True,False,False,True,False
14060,19895,2012,4,5,1,0,0,26530,True,False,False,True,False
14061,17583,2012,4,5,1,0,1,40728,True,False,False,True,False
14062,8435,2012,4,5,1,0,0,15600,True,False,False,True,False
14063,21054,2012,4,5,1,1,0,72327,True,False,False,True,False
14064,24637,2012,4,5,1,0,0,42300,True,False,False,True,False
14065,12183,2012,4,5,1,0,0,19628,True,False,False,True,False
14066,9596,2012,5,3,0,0,0,19620,True,False,True,False,False
14067,11672,2012,5,3,0,0,0,30132,True,False,False,True,False
14068,15671,2012,5,3,0,0,0,26530,True,False,False,False,True
14069,17826,2012,5,3,0,0,0,50000,True,False,True,False,False
14070,18113,2012,5,3,0,0,0,24490,True,False,True,False,False
14071,44422,2012,5,3,0,1,1,63700,True,False,True,False,False
14072,18393,2012,5,3,0,0,0,20281,True,False,True,False,False
14073,25813,2012,6,2,0,0,0,54224,True,False,False,True,False
14074,10840,2012,6,2,0,1,1,21000,True,False,True,False,False
14075,18525,2012,5,6,1,0,0,19694,True,False,True,False,False
14077,16446,2012,5,6,1,0,0,19628,True,False,False,True,False
14078,12875,2012,5,6,1,0,0,15349,True,False,False,True,False
14079,11554,2012,5,6,1,0,1,15600,True,False,False,True,False
14080,22193,2012,5,6,1,0,1,50889,True,False,False,True,False
14082,10626,2012,5,6,1,0,0,40728,True,False,True,False,False
14083,21827,2012,5,6,1,0,0,42300,True,False,False,True,False
14084,10816,2012,5,5,1,0,0,39232,True,False,False,True,False
14085,13555,2012,5,5,1,0,0,15165,True,False,False,True,False
14087,16054,2012,5,5,1,0,0,26530,True,False,False,True,False
14088,12073,2012,5,5,1,0,1,50000,True,False,False,True,False
14089,15891,2012,5,5,1,0,0,20281,True,False,False,True,False
14090,31818,2012,5,5,1,1,0,63700,True,False,False,True,False
14092,15253,2012,5,5,1,1,0,21000,True,False,False,True,False
14093,25241,2012,5,5,1,1,1,72327,True,False,False,True,False
14094,12613,2012,5,5,1,0,0,50000,True,False,True,False,False
14095,21920,2012,5,5,1,0,0,42300,True,False,False,True,False
14096,35877,2012,5,5,1,1,0,63700,True,False,False,True,False
14097,9304,2012,5,5,1,0,0,15600,True,False,False,True,False
14098,13915,2012,5,5,1,0,0,40728,True,False,False,True,False
14100,19643,2012,5,5,1,0,0,47816,True,False,True,False,False
14101,25803,2012,5,6,1,0,0,49970,True,False,True,False,False
14102,16657,2012,5,4,0,1,0,40000,True,False,True,False,False
14103,8218,2012,5,4,0,1,0,21000,True,False,True,False,False
14104,6870,2012,5,5,1,0,0,19620,True,False,False,True,False
14105,16058,2012,5,5,1,0,0,26530,True,False,False,True,False
14106,16556,2012,5,5,1,0,1,20281,True,False,False,True,False
14107,10752,2012,5,5,1,0,0,15165,True,False,True,False,False
14108,22766,2012,5,5,1,0,0,30132,True,False,True,False,False
14109,12931,2012,5,5,1,0,0,15349,True,False,False,True,False
14110,33836,2012,5,5,1,0,1,49970,True,False,True,False,False
14111,13554,2012,6,5,1,0,0,19694,True,False,False,False,True
14112,15010,2012,6,5,1,0,1,40728,True,False,True,False,False
14113,9025,2012,6,5,1,0,0,15600,True,False,True,False,False
14114,23273,2012,6,5,1,1,0,72327,True,False,True,False,False
14115,23797,2012,6,5,1,0,0,42300,True,False,True,False,False
14116,10612,2012,6,5,1,0,0,15165,True,False,False,False,True
14117,14977,2012,6,5,1,1,1,21000,True,False,False,False,True
14118,11538,2012,6,5,1,0,0,19628,True,False,False,False,True
14119,9603,2012,6,5,1,0,0,24490,True,False,False,False,True
14120,14759,2012,6,5,1,0,1,39232,True,False,False,True,False
14121,22685,2012,6,5,1,0,0,49970,True,False,False,True,False
14122,17696,2012,6,5,1,0,0,20281,True,False,True,False,False
14123,13987,2012,6,5,1,0,0,15349,True,False,False,True,False
14124,15304,2012,6,5,1,0,0,50000,True,False,True,False,False
14126,20590,2012,6,5,1,0,1,26530,True,False,True,False,False
14127,16862,2012,6,5,1,1,0,20000,True,False,True,False,False
14128,16727,2012,6,5,1,0,0,30132,True,False,True,False,False
14129,26133,2012,6,5,1,1,1,72327,True,False,False,True,False
14130,18722,2012,6,5,1,0,0,19694,True,False,False,True,False
14131,12147,2012,6,5,1,0,0,15600,True,False,False,True,False
14132,18056,2012,6,5,1,0,0,26530,True,False,False,True,False
14133,35506,2012,6,5,1,0,0,42300,True,False,False,True,False
14134,13923,2012,6,5,1,0,0,15165,True,False,False,True,False
14135,14006,2012,6,5,1,1,0,21000,True,False,False,False,True
14136,36723,2012,6,5,1,0,1,47816,True,False,False,False,True
14137,10345,2012,6,5,1,0,0,24490,True,False,False,False,True
14138,7673,2012,7,5,1,0,0,19620,True,False,False,True,False
14139,30047,2012,7,5,1,1,0,63700,True,False,False,False,True
14140,14133,2012,7,5,1,0,0,20281,True,False,False,True,False
14141,12787,2012,7,5,1,0,0,40728,True,False,False,False,True
14142,24633,2012,7,5,1,0,1,49970,True,False,True,False,False
14143,25459,2012,7,5,1,0,1,54224,True,False,True,False,False
14144,9751,2012,7,5,1,1,0,15454,True,False,False,False,True
14145,15062,2012,7,5,1,0,0,30132,True,False,False,True,False
14146,12769,2012,7,5,1,0,0,50000,True,False,False,True,False
14148,9635,2012,7,5,1,0,0,15600,True,False,False,True,False
14149,33998,2012,7,5,1,0,1,42300,True,False,False,True,False
14150,11367,2012,7,5,1,0,0,15165,True,False,True,False,False
14151,24397,2012,7,5,1,1,0,40000,True,False,True,False,False
14152,14966,2012,7,5,1,1,1,21000,True,False,True,False,False
14154,11585,2012,7,5,1,0,0,50000,True,False,True,False,False
14155,13891,2012,7,5,1,0,0,24490,True,False,True,False,False
14156,8360,2012,7,5,1,0,1,19620,True,False,False,True,False
14157,28142,2012,7,5,1,1,0,63700,True,False,False,True,False
14158,14611,2012,7,5,1,0,0,19694,True,False,False,True,False
14159,15496,2012,7,5,1,0,0,40728,True,False,True,False,False
14160,23430,2012,7,5,1,0,0,49970,True,False,False,True,False
14161,11844,2012,7,5,1,0,0,15349,True,False,False,True,False
14162,14716,2012,7,5,1,0,0,26530,True,False,False,True,False
14163,24187,2012,7,5,1,1,0,72327,True,False,False,True,False
14164,17471,2012,7,5,1,0,1,30132,True,False,False,True,False
14165,34267,2012,8,5,1,1,0,63700,True,False,True,False,False
14166,17935,2012,8,5,1,0,1,19694,True,False,True,False,False
14167,25050,2012,8,5,1,0,0,42300,True,False,False,True,False
14168,12972,2012,8,5,1,0,0,15165,True,False,False,True,False
14169,10034,2012,8,5,1,1,0,20000,True,False,False,True,False
14170,12964,2012,8,5,1,1,0,21000,True,False,False,True,False
14171,8226,2012,8,5,1,0,0,19628,True,False,False,True,False
14172,16448,2012,8,5,1,0,0,50000,True,False,False,True,False
14173,12844,2012,8,5,1,0,0,24490,True,False,False,True,False
14175,16877,2012,8,5,1,0,1,20281,True,False,True,False,False
14177,11057,2012,8,5,1,0,0,15600,True,False,False,False,True
14178,13478,2012,8,5,1,0,0,15349,True,False,True,False,False
14179,12509,2012,8,5,1,0,0,26530,True,False,True,False,False
14181,18578,2012,8,5,1,1,0,21000,True,False,False,False,True
14183,8117,2012,8,5,1,0,0,19620,True,False,False,True,False
14184,18342,2012,8,5,1,0,0,49970,True,False,False,True,False
14185,17715,2012,8,5,1,0,0,19694,True,False,True,False,False
14186,44131,2012,8,5,1,1,0,63700,True,False,True,False,False
14187,33584,2012,8,5,1,1,0,72327,True,False,False,True,False
14188,32014,2012,8,5,1,0,0,42300,True,False,False,True,False
14189,10939,2012,8,5,1,0,0,15165,True,False,False,True,False
14192,23188,2012,8,5,1,0,1,50889,True,False,False,True,False
14193,12729,2012,8,5,1,0,0,40728,True,False,False,True,False
14194,11993,2012,8,5,1,0,0,15600,True,False,False,True,False
14195,13248,2012,8,5,1,0,0,15349,True,False,False,True,False
14196,18915,2012,8,5,1,0,1,26530,True,False,False,True,False
14198,14336,2012,8,5,1,0,1,19628,True,False,False,True,False
14199,13471,2012,8,5,1,0,0,30132,True,False,False,True,False
14200,23656,2012,8,5,1,0,0,50000,True,False,False,True,False
14202,39814,2012,9,5,1,1,0,63700,True,False,False,True,False
14203,26950,2012,9,5,1,0,1,49970,True,False,True,False,False
14204,17159,2012,9,5,1,0,0,19694,True,False,True,False,False
14205,13798,2012,9,5,1,0,0,40728,True,False,False,True,False
14206,24601,2012,9,5,1,0,0,42300,True,False,False,True,False
14207,11115,2012,9,5,1,0,0,15165,True,False,False,True,False
14208,14193,2012,9,5,1,1,0,20000,True,False,False,True,False
14209,19729,2012,9,5,1,0,1,24490,True,False,False,True,False
14213,34954,2012,9,5,1,1,1,72327,True,False,False,True,False
14214,13714,2012,9,5,1,0,0,20281,True,False,False,True,False
14215,17381,2012,9,5,1,1,0,21000,True,False,True,False,False
14216,24544,2012,9,5,1,0,1,47816,True,False,True,False,False
14217,13091,2012,9,5,1,0,0,45000,True,False,True,False,False
14218,25352,2012,9,5,1,0,0,50000,True,False,True,False,False
14219,7474,2012,9,5,1,0,0,19620,True,False,False,True,False
14220,15509,2012,9,5,1,0,0,19694,True,False,False,True,False
14221,16845,2012,9,5,1,0,1,40728,True,False,False,True,False
14222,11118,2012,9,5,1,0,0,15165,True,False,False,True,False
14223,15302,2012,9,5,1,0,0,19628,True,False,True,False,False
14224,46046,2012,9,5,1,1,1,63700,True,False,False,True,False
14225,34822,2012,9,5,1,0,0,49970,True,False,True,False,False
14226,15870,2012,9,5,1,1,0,20000,True,False,True,False,False
14227,12651,2012,9,5,1,0,0,24490,True,False,False,False,True
14229,26106,2012,9,5,1,0,1,54224,True,False,True,False,False
14232,22079,2012,9,5,1,0,1,42300,True,False,False,True,False
14233,12131,2012,9,5,1,0,0,20281,True,False,False,True,False
14234,14163,2012,9,5,1,1,0,21000,True,False,True,False,False
14235,12868,2012,9,5,1,0,0,30132,True,False,True,False,False
14236,15463,2012,9,5,1,0,0,50000,True,False,True,False,False
14237,30692,2012,10,5,1,1,0,63700,True,False,False,True,False
14238,36412,2012,10,5,1,1,0,72327,True,False,False,True,False
14239,23849,2012,10,5,1,0,0,42300,True,False,True,False,False
14240,28745,2012,10,5,1,0,0,50889,True,False,False,True,False
14241,10013,2012,10,5,1,0,0,19628,True,False,False,True,False
14242,18003,2012,10,5,1,0,1,19694,True,False,True,False,False
14243,15118,2012,10,5,1,0,0,40728,True,False,True,False,False
14244,10769,2012,10,5,1,0,0,15349,True,False,True,False,False
14245,8793,2012,10,5,1,1,0,20000,True,False,True,False,False
14246,7208,2012,10,5,1,0,0,19620,True,False,True,False,False
14247,17711,2012,10,5,1,0,1,19694,True,False,False,True,False
14248,11944,2012,10,5,1,0,0,15600,True,False,False,True,False
14249,18779,2012,10,5,1,0,1,26530,True,False,False,True,False
14250,21310,2012,10,5,1,1,0,72327,True,False,False,True,False
14251,14772,2012,10,5,1,0,0,20281,True,False,False,True,False
14252,14268,2012,10,5,1,0,0,19628,True,False,False,True,False
14254,11851,2012,10,5,1,0,1,17000,True,False,False,True,False
14255,14125,2012,10,5,1,0,0,40728,True,False,False,True,False
14256,32090,2012,10,5,1,1,0,63700,True,False,False,True,False
14257,23254,2012,10,5,1,0,0,42300,True,False,False,True,False
14259,16317,2012,10,5,1,0,0,30132,True,False,False,True,False
14260,12167,2012,10,5,1,0,0,15349,True,False,False,True,False
14261,20696,2012,10,5,1,0,0,49970,True,False,False,True,False
14262,22332,2012,10,5,1,1,1,40000,True,False,False,True,False
14263,17617,2012,10,5,1,1,0,21000,True,False,False,True,False
14264,17493,2012,11,2,0,0,0,19694,True,False,True,False,False
14265,12021,2012,11,2,0,0,0,15600,True,False,False,True,False
14266,17870,2012,11,2,0,0,1,26530,True,False,False,True,False
14267,8710,2012,11,2,0,0,0,20281,True,False,False,True,False
14268,8755,2012,11,2,0,0,1,30132,True,False,False,True,False
14269,13204,2012,11,2,0,0,0,50000,True,False,False,True,False
14270,8155,2012,11,2,0,0,0,17000,True,False,False,True,False
14271,10389,2012,11,2,0,0,1,15349,True,False,False,True,False
14272,7959,2012,11,2,0,1,0,20000,True,False,True,False,False
14273,10266,2012,11,5,1,0,0,39232,True,False,False,True,False
14274,15035,2012,11,5,1,0,0,40728,True,False,True,False,False
14275,41296,2012,11,5,1,1,0,63700,True,False,True,False,False
14276,17454,2012,11,5,1,0,0,49970,True,False,False,False,True
14277,22647,2012,11,5,1,1,0,72327,True,False,False,False,True
14278,25738,2012,11,5,1,0,0,42300,True,False,False,False,True
14279,12391,2012,11,5,1,0,1,20281,True,False,False,False,True
14281,9765,2012,11,5,1,0,0,19628,True,False,True,False,False
14282,19587,2012,11,5,1,0,1,39232,True,False,False,True,False
14283,18526,2012,11,5,1,0,0,19694,True,False,False,True,False
14284,12126,2012,11,5,1,0,0,15600,True,False,False,True,False
14285,12406,2012,11,5,1,0,0,15349,True,False,False,True,False
14286,19916,2012,11,5,1,0,0,26530,True,False,False,True,False
14287,23892,2012,11,5,1,1,0,40000,True,False,False,True,False
14288,19393,2012,11,5,1,1,0,21000,True,False,False,True,False
14289,32724,2012,11,5,1,0,0,50000,True,False,False,True,False
14290,22116,2012,11,5,1,0,1,24490,True,False,True,False,False
14291,19141,2012,12,5,1,0,0,40728,True,False,False,True,False
14292,51879,2012,12,5,1,1,1,63700,True,False,False,True,False
14293,30944,2012,12,5,1,0,0,49970,True,False,False,True,False
14294,26642,2012,12,5,1,1,0,72327,True,False,False,True,False
14297,14389,2012,12,5,1,0,1,15165,True,False,False,True,False
14299,22224,2012,12,5,1,0,0,30132,True,False,False,True,False
14300,5817,2012,3,6,1,0,0,12000,False,True,True,False,False
14301,12432,2012,3,6,1,0,0,49970,False,True,True,False,False
14302,10169,2012,3,6,1,0,0,17000,False,True,True,False,False
14303,3321,2012,3,6,1,0,0,20000,False,True,False,False,True
14304,6981,2012,3,6,1,0,0,20000,False,True,False,False,True
14305,7379,2012,3,6,1,0,0,22563,False,True,False,False,True
14306,9379,2012,3,6,1,0,0,40000,False,True,False,True,False
14308,3926,2012,3,6,1,0,0,15576,False,True,False,False,True
14309,9065,2012,3,6,1,0,0,15100,False,True,True,False,False
14310,3160,2012,3,6,1,0,0,10202,False,True,False,False,True
14311,2601,2012,3,6,1,0,0,12000,False,True,False,True,False
14312,4148,2012,3,6,1,0,0,15589,False,True,False,True,False
14313,4286,2012,3,6,1,0,0,20010,False,True,False,True,False
14314,13098,2012,3,6,1,0,0,20396,False,True,False,True,False
14315,6016,2012,3,6,1,0,0,19637,False,True,True,False,False
14317,4237,2012,3,6,1,0,0,15135,False,True,False,False,True
14320,5817,2012,3,6,1,0,0,32000,False,True,True,False,False
14321,8003,2012,3,6,1,0,0,20588,False,True,False,True,False
14323,2901,2012,3,5,1,0,0,20588,False,True,True,False,False
14324,2477,2012,3,5,1,0,0,16033,False,True,True,False,False
14325,3572,2012,3,5,1,0,0,19637,False,True,False,True,False
14326,4471,2012,3,5,1,0,0,20396,False,True,False,False,True
14327,3602,2012,3,5,1,0,0,15100,False,True,False,False,True
14329,1836,2012,3,5,1,0,0,20000,False,True,False,False,True
14330,5576,2012,3,5,1,0,0,20000,False,True,True,False,False
14332,6161,2012,3,5,1,0,0,17000,False,True,False,False,True
14333,4351,2012,3,1,0,0,0,10328,False,True,False,True,False
14334,5736,2012,3,1,0,0,0,21292,False,True,True,False,False
14335,2903,2012,3,1,0,0,0,15135,False,True,True,False,False
14336,5069,2012,3,1,0,0,0,22563,False,True,False,True,False
14337,7113,2012,3,1,0,0,0,40000,False,True,False,True,False
14339,3598,2012,3,1,0,0,0,15576,False,True,False,True,False
14340,2558,2012,3,1,0,0,0,10202,False,True,True,False,False
14341,2446,2012,3,1,0,0,0,15589,False,True,False,True,False
14342,3549,2012,3,1,0,0,0,15454,False,True,False,True,False
14344,2952,2012,3,5,1,0,0,12000,False,True,True,False,False
14345,1692,2012,3,6,1,0,0,25250,False,True,True,False,False
14346,4795,2012,3,6,1,0,0,20588,False,True,False,True,False
14347,5762,2012,3,6,1,0,0,20000,False,True,False,True,False
14348,4017,2012,3,6,1,0,0,22563,False,True,False,True,False
14349,6071,2012,3,6,1,0,0,15454,False,True,False,True,False
14350,2838,2012,3,6,1,0,0,15576,False,True,True,False,False
14351,8337,2012,3,6,1,0,0,18500,False,True,False,True,False
14352,3008,2012,3,6,1,0,0,49970,False,True,True,False,False
14353,4687,2012,3,6,1,0,0,32000,False,True,False,True,False
14354,2539,2012,3,6,1,0,0,20000,False,True,True,False,False
14355,6179,2012,4,6,1,0,0,21292,False,True,True,False,False
14356,4769,2012,4,6,1,0,0,15589,False,True,False,True,False
14357,8529,2012,4,6,1,0,0,20396,False,True,False,True,False
14359,2086,2012,4,6,1,0,0,16033,False,True,True,False,False
14360,3930,2012,4,6,1,0,0,15000,False,True,False,True,False
14361,6891,2012,4,6,1,0,0,15135,False,True,False,True,False
14363,9486,2012,4,6,1,0,0,17000,False,True,False,True,False
14364,5121,2012,4,6,1,0,0,19637,False,True,False,True,False
14365,8082,2012,4,6,1,0,0,40000,False,True,False,True,False
14366,5373,2012,4,6,1,0,0,12000,False,True,False,True,False
14367,2999,2012,4,6,1,0,0,15589,False,True,False,True,False
14368,3110,2012,4,6,1,0,0,49970,False,True,False,True,False
14369,7877,2012,4,6,1,0,0,20000,False,True,False,True,False
14372,5014,2012,4,6,1,0,0,15454,False,True,False,True,False
14373,7035,2012,4,6,1,0,0,15100,False,True,False,True,False
14374,9651,2012,4,6,1,0,0,17000,False,True,False,True,False
14375,2696,2012,4,6,1,0,0,25250,False,True,False,True,False
14376,3408,2012,4,6,1,0,0,20000,False,True,False,True,False
14377,6460,2012,4,6,1,0,0,21292,False,True,False,True,False
14378,2488,2012,4,6,1,0,0,15135,False,True,False,True,False
14379,3682,2012,4,6,1,0,0,10328,False,True,False,True,False
14380,5472,2012,4,6,1,0,0,15000,False,True,False,True,False
14381,8741,2012,4,6,1,0,0,20588,False,True,False,True,False
14382,9056,2012,4,6,1,0,0,18500,False,True,False,True,False
14383,7111,2012,4,6,1,0,0,15100,False,True,True,False,False
14384,2920,2012,4,6,1,0,0,20000,False,True,True,False,False
14385,2526,2012,4,6,1,0,0,16033,False,True,False,True,False
14386,4878,2012,4,6,1,0,0,22563,False,True,False,True,False
14387,7607,2012,4,6,1,0,0,40000,False,True,False,True,False
14388,3999,2012,4,6,1,0,0,12000,False,True,True,False,False
14389,2607,2012,4,6,1,0,0,15589,False,True,True,False,False
14390,7451,2012,4,6,1,0,0,17000,False,True,True,False,False
14391,1950,2012,4,6,1,0,0,15576,False,True,True,False,False
14392,3286,2012,4,6,1,0,0,10202,False,True,False,True,False
14393,7329,2012,4,6,1,0,0,15454,False,True,True,False,False
14394,6544,2012,4,6,1,0,0,20010,False,True,True,False,False
14395,6740,2012,4,6,1,0,0,20396,False,True,False,False,True
14396,2003,2012,4,6,1,0,0,25250,False,True,True,False,False
14397,5851,2012,4,6,1,0,0,20000,False,True,True,False,False
14398,2103,2012,4,6,1,0,0,19637,False,True,False,False,True
14399,5036,2012,4,4,0,0,0,21292,False,True,True,False,False
14400,1447,2012,4,4,0,0,0,15135,False,True,True,False,False
14401,6235,2012,4,4,0,0,0,18500,False,True,True,False,False
14402,3859,2012,4,4,0,0,0,10328,False,True,False,False,True
14403,4850,2012,4,4,0,0,0,15100,False,True,True,False,False
14404,3540,2012,4,4,0,0,0,20000,False,True,False,True,False
14405,5021,2012,4,4,0,0,0,20588,False,True,False,True,False
14406,2710,2012,4,4,0,0,0,19637,False,True,False,True,False
14407,3262,2012,4,4,0,0,0,22563,False,True,False,True,False
14408,3198,2012,4,4,0,0,0,32000,False,True,False,True,False
14409,2245,2012,4,4,0,0,0,16033,False,True,False,True,False
14411,3827,2012,4,0,0,0,0,15589,False,True,True,False,False
14412,7118,2012,4,0,0,0,0,15454,False,True,True,False,False
14413,12595,2012,4,0,0,0,0,40000,False,True,False,True,False
14414,3520,2012,4,0,0,0,0,15576,False,True,True,False,False
14415,12154,2012,4,0,0,0,0,20396,False,True,True,False,False
14417,10070,2012,4,0,0,0,0,17000,False,True,True,False,False
14419,7139,2012,4,0,0,0,0,20000,False,True,False,False,True
14420,6114,2012,4,0,0,0,0,49970,False,True,True,False,False
14421,7002,2012,5,3,0,0,0,21292,False,True,False,False,True
14422,6403,2012,5,3,0,0,0,20588,False,True,False,True,False
14423,7637,2012,5,3,0,0,0,22563,False,True,True,False,False
14424,5775,2012,5,3,0,0,0,32000,False,True,False,True,False
14425,3260,2012,5,3,0,0,0,15135,False,True,True,False,False
14426,2803,2012,5,3,0,0,0,15454,False,True,False,False,True
14427,2551,2012,5,3,0,0,0,16033,False,True,True,False,False
14428,5272,2012,5,3,0,0,0,19637,False,True,False,True,False
14429,8114,2012,5,3,0,0,0,15100,False,True,True,False,False
14430,3021,2012,5,3,0,0,0,10328,False,True,True,False,False
14431,5232,2012,5,3,0,0,0,20000,False,True,True,False,False
14432,9563,2012,5,6,1,0,0,17000,False,True,True,False,False
14433,2101,2012,5,6,1,0,0,25250,False,True,True,False,False
14434,4027,2012,5,6,1,0,0,19637,False,True,False,True,False
14435,8085,2012,5,6,1,0,0,40000,False,True,False,True,False
14436,10967,2012,5,6,1,0,0,18500,False,True,False,True,False
14437,8323,2012,5,6,1,0,0,20396,False,True,False,True,False
14439,7102,2012,5,6,1,0,0,21292,False,True,True,False,False
14440,4170,2012,5,6,1,0,0,12000,False,True,False,True,False
14441,3702,2012,5,6,1,0,0,10202,False,True,False,True,False
14442,3718,2012,5,3,0,0,0,15589,False,True,True,False,False
14443,3724,2012,5,5,1,0,0,15576,False,True,False,True,False
14444,4024,2012,5,6,1,0,0,15135,False,True,False,True,False
14445,3515,2012,5,6,1,0,0,49970,False,True,False,True,False
14446,6173,2012,5,6,1,0,0,10328,False,True,False,True,False
14448,4040,2012,5,6,1,0,0,22563,False,True,False,True,False
14449,6111,2012,5,6,1,0,0,15100,False,True,True,False,False
14450,5881,2012,5,6,1,0,0,20588,False,True,False,True,False
14452,4182,2012,5,6,1,0,0,32000,False,True,True,False,False
14453,5088,2012,5,6,1,0,0,20000,False,True,False,True,False
14454,8070,2012,5,6,1,0,0,21292,False,True,False,True,False
14455,4303,2012,5,6,1,0,0,12000,False,True,False,True,False
14456,13062,2012,5,6,1,0,0,20396,False,True,False,True,False
14457,2978,2012,5,6,1,0,0,25250,False,True,False,True,False
14458,3933,2012,5,6,1,0,0,19637,False,True,True,False,False
14459,3491,2012,5,6,1,0,0,10202,False,True,False,True,False
14460,8739,2012,5,6,1,0,0,17000,False,True,True,False,False
14461,3933,2012,5,6,1,0,0,15589,False,True,False,True,False
14462,10584,2012,5,6,1,0,0,18500,False,True,True,False,False
14463,11088,2012,5,6,1,0,0,20000,False,True,True,False,False
14464,7253,2012,5,6,1,0,0,40000,False,True,False,True,False
14465,6540,2012,5,5,1,0,0,20588,False,True,False,True,False
14466,5074,2012,5,6,1,0,0,15135,False,True,False,True,False
14467,5016,2012,5,6,1,0,0,16033,False,True,False,True,False
14468,4090,2012,5,6,1,0,0,22563,False,True,False,True,False
14469,10747,2012,5,6,1,0,0,40000,False,True,False,True,False
14470,4473,2012,5,6,1,0,0,15589,False,True,False,True,False
14471,3642,2012,5,6,1,0,0,10328,False,True,False,True,False
14472,5862,2012,5,6,1,0,0,15100,False,True,False,True,False
14473,3248,2012,5,6,1,0,0,32000,False,True,False,True,False
14474,6151,2012,5,6,1,0,0,20000,False,True,False,True,False
14475,3910,2012,5,6,1,0,0,15576,False,True,False,True,False
